t,(Var=C2) C2,(Var=CP) CP,(Var=CT) CT,(Var=EmptySet) EmptySet,(Var=J_Reaction1) J_Reaction1,(Var=J_Reaction2) J_Reaction2,(Var=J_Reaction3) J_Reaction3,(Var=J_Reaction4) J_Reaction4,(Var=J_Reaction5) J_Reaction5,(Var=J_Reaction6) J_Reaction6,(Var=J_Reaction7) J_Reaction7,(Var=J_Reaction8) J_Reaction8,(Var=J_Reaction9) J_Reaction9,(Var=M) M,(Var=pM) pM,(Var=Y) Y,(Var=YP) YP
335,909,909050.882357978,1000000,0,83180.591487045,909000000,909000000,15006.2263482499,0,15000,0,94561.5977834421,8666.3065776867,83180.591487045,6859.3921600593,82.5378790092,157602.662972403
336,932,932080.506856273,1000000,0,56849.5148774912,932000000,932000000,15003.6351539132,0,15000,0,88715.2399246649,6080.0294129618,56849.5148774912,10137.8409516182,80.4846525786,147858.733207775
336,951,950990.753971809,1000000,0,30709.6229674022,951000000,951000000,15001.3137442663,0,15000,0,72735.5664646556,3257.2792307886,30709.6229674022,17348.6016128596,78.8720273126,121225.944107759
337,957,956494.543276055,1000000,0,16000.6339206349,957000000,956000000,15000.0880937333,0,15000,0,54780.4066858417,1701.3127896181,16000.6339206349,26548.3122603852,78.4117808051,91300.6778097361
338,953,952541.296264459,1000000,0,6962.2960017555,953000000,953000000,14999.338984396,0,15000,0,35531.7003909278,1056.8192063965,6962.2960017555,39543.8594671895,78.7332740492,59219.5006515464
339,941,941212.492089398,1000000,0,3021.0615710104,941000000,941000000,14998.9880271843,0,15000,0,20559.4197748059,1076.9224880954,3021.0615710104,54825.2308144731,79.6790743496,34265.6996246765
340,927,927316.898877228,1000000,0,1811.297904725,927000000,927000000,14998.8514659243,0,15000,0,11733.4809932438,1300.3060178107,1811.297904725,69944.4844946968,80.8723074285,19555.8016554063
341,913,912721.77523737,1000000,0,1573.8966248909,913000000,913000000,14998.7928688239,0,15000,0,6872.7004111946,1564.0563691733,1573.8966248909,84791.6047751935,82.1651968637,11454.5006853243
342,897,897198.122083847,1000000,0,1685.640342431,897000000,897000000,14998.7610508712,0,15000,0,4237.3068239668,1855.1996067419,1685.640342431,100219.037752699,83.5866721167,7062.1780399447
344,876,875539.991262319,1000000,0,2038.0051251314,876000000,876000000,14998.7333966363,0,15000,0,2757.2563401728,2278.7073211819,2038.0051251314,121546.461570334,85.6541879658,4595.4272336212
346,855,854525.498318308,1000000,0,2453.2499607017,855000000,855000000,14998.7129226893,0,15000,0,2455.4579709182,2713.0128505811,2453.2499607017,142166.723756889,87.7604761485,4092.4299515303
348,828,827798.4703161,1000000,0,3035.6618072406,828000000,828000000,14998.6921271083,0,15000,0,2709.8234225082,3309.3148963536,3035.6618072406,168338.066358731,90.5938623043,4516.3723708471
350,799,798985.082742271,1000000,0,3737.6506848691,799000000,799000000,14998.6784494598,0,15000,0,3296.2050603385,4030.6744309735,3737.6506848691,196478.277741218,93.8608165123,5493.6751005642
354,759,758867.80838931,1000000,0,4922.3456990249,759000000,759000000,14998.6890647006,0,15000,0,4392.7539809698,5264.9916575788,4922.3456990249,235450.973170864,98.8228048343,7321.2566349497
358,724,723641.701615208,1000000,0,6373.5789308415,724000000,724000000,14998.7657733229,0,15000,0,5715.8843894382,6815.5501080996,6373.5789308415,269261.071370141,103.6339236658,9526.473982397
362,695,694808.404902343,1000000,0,8416.4813164899,695000000,695000000,14998.9778254542,0,15000,0,7472.0400662337,9104.672951551,8416.4813164899,296080.296953209,107.9360707184,12453.4001103894
365,679,678761.34071022,1000000,0,11299.05001536,679000000,679000000,14999.3966550391,0,15000,0,9679.3986654818,12673.6128807833,11299.05001536,309260.836630964,110.490946931,16132.3311091364
366,675,674948.712106587,1000000,0,14825.5431014799,675000000,675000000,14999.9676819334,0,15000,0,11937.0877905309,17818.7988732272,14825.5431014799,309550.781254112,111.1193147929,19895.1463175514
368,677,677169.093675116,1000000,0,19905.6198154721,677000000,677000000,15000.7930451792,0,15000,0,14535.1133744334,26997.424527566,19905.6198154721,302248.097515024,110.7610579491,24225.1889573891
368,683,682885.399972582,1000000,0,27619.6064879157,683000000,683000000,15002.0080076867,0,15000,0,17590.0723187635,44855.8892176556,27619.6064879157,288812.080532545,109.8427935953,29316.7871979391
369,692,691579.803538283,1000000,0,40865.9378189338,692000000,692000000,15004.0053848195,0,15000,0,21562.3184418704,85023.6312873675,40865.9378189338,266862.637999188,108.4763125532,35937.1974031173
369,707,706585.242295349,1000000,0,71982.0121606596,707000000,707000000,15008.4209889545,0,15000,0,28352.1543024746,209834.09764226,71982.0121606596,220726.088376738,106.2038950899,47253.5905041243
369,724,723640.530366149,1000000,0,117094.729461004,724000000,724000000,15014.3765866814,0,15000,0,36340.8730037711,394134.725139221,117094.729461004,158540.982650005,103.7419544417,60568.1216729519
370,745,745272.759973871,1000000,0,167756.810225414,745000000,745000000,15020.4348869497,0,15000,0,46668.1553422562,438335.298765418,167756.810225414,86224.9894367849,100.7713933317,77780.2589037604
370,767,766732.868865925,1000000,0,191198.541952442,767000000,767000000,15022.4778611303,0,15000,0,56725.5280866485,272518.252077376,191198.541952442,41301.6652903064,97.9642224244,94542.5468110809
370,791,791115.131068537,1000000,0,190279.565919059,791000000,791000000,15021.1228631189,0,15000,0,67478.526507092,116416.904893363,190279.565919059,17813.9977767797,94.9363896177,112464.210845153
370,816,816302.694430278,1000000,0,174189.731879686,816000000,816000000,15018.0495241913,0,15000,0,77413.0108849872,47623.4853599202,174189.731879686,8691.0969647598,91.98823933,129021.684808312
370,842,841510.303520514,1000000,0,152044.103349305,842000000,842000000,15014.6225729239,0,15000,0,85723.6551891742,23419.5764755523,152044.103349305,5603.9309193217,89.2123513527,142872.758648624
370,862,861951.861945246,1000000,0,132221.311893107,862000000,862000000,15011.917220818,0,15000,0,90893.3237120856,15712.6422805015,132221.311893107,4964.7421953658,87.0809489693,151488.872853476
370,882,881966.815219413,1000000,0,111915.398706417,882000000,882000000,15009.4068306515,0,15000,0,94164.2108439247,11898.1983746208,111915.398706417,5235.707440262,85.0905417962,156940.351406541
371,904,903546.716051714,1000000,0,89158.7816956081,904000000,904000000,15006.8555722504,0,15000,0,94963.5852149044,9259.5468418638,89158.7816956081,6390.8664518431,83.0441597853,158272.642024841
371,927,927161.067160381,1000000,0,62724.0318400745,927000000,927000000,15004.1892741171,0,15000,0,90695.9281929755,6671.8592404004,62724.0318400745,9187.6772559685,80.9146857302,151159.880321626
372,949,948673.673144617,1000000,0,34549.828614973,949000000,949000000,15001.6415740546,0,15000,0,76042.4582019476,3685.7275374363,34549.828614973,15827.7900369345,79.0663955306,126737.430336579
373,957,956489.885490604,1000000,0,16065.3142452332,957000000,956000000,15000.0934167171,0,15000,0,54885.4940064801,1707.3554018592,16065.3142452332,26488.2943144084,78.4121904699,91475.8233441335
373,953,953288.312122338,1000000,0,7559.9334543498,953000000,953000000,14999.389524257,0,15000,0,37218.6689023333,1080.5376313132,7559.9334543498,38198.4585438177,78.6718421569,62031.1148372221
374,945,945096.761914503,1000000,0,3803.283661873,945000000,945000000,14999.0622747115,0,15000,0,24383.6026182485,1033.3752607957,3803.283661873,50154.8538472381,79.3519927226,40639.3376970809
375,935,934758.084118693,1000000,0,2252.0267882718,935000000,935000000,14998.907704879,0,15000,0,15732.1627668249,1173.6419751593,2252.0267882718,62055.128744154,80.2288204815,26220.2712780414
376,923,923344.927143483,1000000,0,1688.4084984877,923000000,923000000,14998.830681343,0,15000,0,10087.8583288648,1370.7735805531,1688.4084984877,74043.31772918,81.2200849348,16813.0972147747
377,906,906108.608504943,1000000,0,1595.893678133,906000000,906000000,14998.7771454009,0,15000,0,5516.94348581,1686.9053260069,1595.893678133,91389.3875991357,82.7647867188,9194.9058096834
379,889,888985.926838465,1000000,0,1804.2095459725,889000000,889000000,14998.7492754588,0,15000,0,3463.4341628775,2013.2443221438,1804.2095459725,108320.875871333,84.3587554237,5772.3902714626
380,865,865485.943791335,1000000,0,2231.176375874,865000000,865000000,14998.7231107857,0,15000,0,2526.5473823242,2483.2717906594,2231.176375874,131417.391645069,86.6491432841,4210.9123038736
382,841,841199.533392309,1000000,0,2736.4659699176,841000000,841000000,14998.7017982564,0,15000,0,2528.6322426472,3003.2327403294,2736.4659699176,155222.798355665,89.1506783044,4214.3870710786
385,814,813740.414118023,1000000,0,3366.916342855,814000000,814000000,14998.6840132673,0,15000,0,2970.6107723524,3648.9531882433,3366.916342855,182078.925746468,92.1588982988,4951.0179539207
388,780,780235.445762206,1000000,0,4252.4655527772,780000000,780000000,14998.6774958609,0,15000,0,3769.8109907762,4564.1304725554,4252.4655527772,214731.848976054,96.1163555009,6283.0183179603
392,736,736137.782518347,1000000,0,5787.9575421118,736000000,736000000,14998.7264355997,0,15000,0,5188.1854045214,6183.8558967474,5787.9575421118,257338.116359864,101.8744506245,8646.9756742023
397,700,699927.796419197,1000000,0,7928.7617054457,700000000,700000000,14998.9182543171,0,15000,0,7065.9851657158,8543.8841470496,7928.7617054457,291443.506143114,107.1461822995,11776.6419428596
400,681,680641.106081832,1000000,0,10698.8959856603,681000000,681000000,14999.3031810665,0,15000,0,9247.7737250407,11889.2185261206,10698.8959856603,307979.346123235,110.1851111183,15412.9562084012
402,675,675068.412687451,1000000,0,14168.4195944955,675000000,675000000,14999.8601309104,0,15000,0,11549.7251935373,16786.2899458735,14168.4195944955,310088.085136119,111.0988149423,19249.5419892288
403,676,676443.049032336,1000000,0,18811.4671195058,676000000,676000000,15000.6168291308,0,15000,0,14026.2661809778,24841.4761508207,18811.4671195058,304069.021991472,110.8786382726,23377.1103016297
404,682,681787.199401665,1000000,0,26132.0913104077,682000000,682000000,15001.7772235275,0,15000,0,17059.4714849919,41063.7911862777,26132.0913104077,291398.895967569,110.0180322885,28432.4524749864
404,690,690007.318759532,1000000,0,38235.99353085,690000000,690000000,15003.6160283296,0,15000,0,20856.7272116788,76212.6678082373,38235.99353085,271066.642178112,108.7207020884,34761.2120194647
405,702,702225.667143818,1000000,0,61832.8658168805,702000000,702000000,15007.0140655969,0,15000,0,26357.8156111857,166124.636714471,61832.8658168805,235239.179586175,106.8532151967,43929.6926853095
405,717,716871.970594628,1000000,0,98631.8169235088,717000000,717000000,15011.9940718716,0,15000,0,33139.8122100047,325120.614307266,98631.8169235088,183779.241963214,104.7048475017,55233.0203500079
405,736,735691.292791636,1000000,0,147980.04267635,736000000,736000000,15018.1788611051,0,15000,0,42092.4472768336,457707.910794824,147980.04267635,115592.825392318,102.0684831277,70154.0787947227
405,758,757888.812913556,1000000,0,184968.170450992,758000000,758000000,15022.1152224176,0,15000,0,52628.2752390905,348254.853251464,184968.170450992,56384.9430243067,99.105007004,87713.7920651508
405,784,783424.744790693,1000000,0,192769.320710433,784000000,783000000,15021.8189038947,0,15000,0,64188.727218776,154406.122357941,192769.320710433,23022.3171622941,95.8727625326,106981.212031293
405,809,808392.710398903,1000000,0,180181.196210423,809000000,808000000,15019.0919236203,0,15000,0,74446.9543095619,62237.2244034251,180181.196210423,10617.520663958,92.8947758337,124078.257182603
406,836,835480.89810009,1000000,0,157640.253062094,836000000,835000000,15015.4410059095,0,15000,0,83910.6414120109,27140.5469257768,157640.253062094,6043.210441815,89.8610670816,139851.069020018
406,858,857771.793732458,1000000,0,136361.551419313,858000000,858000000,15012.4596948363,0,15000,0,89970.4876632388,16854.458508718,136361.551419313,5008.7468140533,87.5084713937,149950.812772065
406,877,876650.747475186,1000000,0,117381.766878517,877000000,877000000,15010.0594026164,0,15000,0,93498.1880107805,12717.2553423517,117381.766878517,5090.7176192197,85.6102583945,155830.313351301
406,899,899290.052213145,1000000,0,93727.2832490585,899000000,899000000,15007.3474686594,0,15000,0,95084.4398209087,9728.7760138898,93727.2832490585,6083.2808368575,83.4399726302,158474.066368181
407,923,922452.594465578,1000000,0,68191.2901116025,923000000,922000000,15004.7169180233,0,15000,0,92155.7583119624,7210.8024699896,68191.2901116025,8433.5946901362,81.3305583834,153592.930519937
407,945,944781.894083054,1000000,0,40360.6755253937,945000000,945000000,15002.1455843846,0,15000,0,80304.6606256054,4329.8421666101,40360.6755253937,13912.6081620916,79.3947559661,133841.101042676
408,956,956150.01778421,1000000,0,18426.8882359039,956000000,956000000,15000.287945698,0,15000,0,58517.0902547677,1935.7996067975,18426.8882359039,24466.9255386204,78.4410796773,97528.4837579462
409,954,954214.383619364,1000000,0,8475.7463551055,954000000,954000000,14999.4664200051,0,15000,0,39638.0042859142,1124.5125133465,8475.7463551055,36355.6471596405,78.5958935303,66063.3404765237
410,946,946329.781490737,1000000,0,4131.6699532306,946000000,946000000,14999.0923263449,0,15000,0,25801.1146796585,1023.9703949564,4131.6699532306,48592.2146320121,79.2487598917,43001.8577994308
411,936,935913.633925373,1000000,0,2355.7697447048,936000000,936000000,14998.919324484,0,15000,0,16486.7312464682,1155.0343134078,2355.7697447048,60794.6803275951,80.1298259839,27477.8854107804
412,925,924508.90859617,1000000,0,1718.4388051658,925000000,925000000,14998.8362779796,0,15000,0,10540.5316670684,1349.9886752765,1718.4388051658,72848.141958362,81.1178569429,17567.5527784473
413,909,908763.383421112,1000000,0,1581.200185898,909000000,909000000,14998.7829625498,0,15000,0,6012.9575439043,1637.3788180846,1581.200185898,88746.651414965,82.5230375485,10021.5959065071
414,891,891194.08283837,1000000,0,1769.93079275,891000000,891000000,14998.7522365745,0,15000,0,3640.4278261165,1970.4589308294,1769.93079275,106144.790502895,84.1497521438,6067.3797101942
416,869,869204.942060322,1000000,0,2158.3759414533,869000000,869000000,14998.7267975685,0,15000,0,2589.5936378642,2406.9534026906,2158.3759414533,127767.474884962,86.2784256726,4315.9893964404
418,844,844330.727059665,1000000,0,2668.6657466488,844000000,844000000,14998.7042858883,0,15000,0,2499.7512781156,2933.8650736976,2668.6657466488,152156.273785644,88.8200784669,4166.2521301926
420,819,818595.176083911,1000000,0,3250.3214195232,819000000,819000000,14998.6865451782,0,15000,0,2874.2037154585,3529.2728530299,3250.3214195232,177335.904058424,91.6123560423,4790.3395257642
423,785,784824.595688526,1000000,0,4121.156085228,785000000,785000000,14998.6769541018,0,15000,0,3647.9736729531,4427.6656538931,4121.156085228,210269.419498535,95.5543253645,6079.9561215884
427,741,741391.076338124,1000000,0,5568.9286666221,741000000,741000000,14998.7145924274,0,15000,0,4988.4911684745,5949.7898059543,5568.9286666221,252298.598340567,101.152516338,8314.1519474576
432,703,703231.445761073,1000000,0,7655.1754956612,703000000,703000000,14998.8870073191,0,15000,0,6834.3976382579,8233.621535987,7655.1754956612,288410.139634993,106.6426074782,11390.6627304298
435,682,681748.240204697,1000000,0,10412.2945334656,682000000,682000000,14999.259355417,0,15000,0,9036.4484317485,11522.9777288513,10412.2945334656,307157.706604757,110.0058531205,15060.7473862476
437,675,675260.771541285,1000000,0,13715.7044583968,675000000,675000000,14999.7861279216,0,15000,0,11274.5569968481,16095.1874337684,13715.7044583968,310348.249511792,111.0666187056,18790.9283280802
439,676,676090.406770874,1000000,0,18233.1139128805,676000000,676000000,15000.5232885777,0,15000,0,13747.3124816059,23741.3385723414,18233.1139128805,305000.370679596,110.9357797297,22912.1874693432
439,681,681035.005700214,1000000,0,25126.6725407678,681000000,681000000,15001.6203445582,0,15000,0,16687.2343095952,38592.0841368819,25126.6725407678,293157.261636774,110.1383939078,27812.0571826587
440,689,688990.6656572,1000000,0,36595.668485122,689000000,689000000,15003.371540973,0,15000,0,20399.3818215037,70912.126239276,36595.668485122,273724.638617958,108.8793527171,33998.9697025061
440,701,700480.568344501,1000000,0,58014.6411415203,701000000,700000000,15006.4771822753,0,15000,0,25565.4175331207,150219.892036248,58014.6411415203,240804.251974051,107.1155850743,42609.0292218679
440,715,715215.920661325,1000000,0,94161.9510110994,715000000,715000000,15011.4060693461,0,15000,0,32361.9988280311,306502.985246352,94161.9510110994,189906.818324247,104.9431761493,53936.6647133851
441,734,733632.348440768,1000000,0,143077.26621488,734000000,734000000,15017.5934553319,0,15000,0,41107.679859259,453802.461181146,143077.26621488,122556.610046887,102.350949268,68512.7997654317
441,755,755000.059548738,1000000,0,181930.898002656,755000000,755000000,15021.8586552533,0,15000,0,51273.5939173173,372374.750611774,181930.898002656,62313.8606250918,99.4824998043,85455.9898621955
441,780,780127.537741613,1000000,0,193308.565870602,780000000,780000000,15022.0557369203,0,15000,0,62747.2821095648,173891.558526093,193308.565870602,25783.5757195672,96.2794864312,104578.803515941
441,805,805084.575939801,1000000,0,182477.861478697,805000000,805000000,15019.5133835474,0,15000,0,73162.3882251789,69929.5298925063,182477.861478697,11632.2956948791,93.279102795,121937.313708631
441,835,835077.589605991,1000000,0,158009.288578371,835000000,835000000,15015.4959515295,0,15000,0,83785.1653024098,27423.7171188996,158009.288578371,6077.8863594632,89.9047953054,139641.942170683
441,863,862514.489274215,1000000,0,131661.15498418,863000000,863000000,15011.8446717898,0,15000,0,91011.775774615,15571.0296791439,131661.15498418,4961.7097075926,87.0237245778,151686.292957692
442,885,884751.985255253,1000000,0,109030.776087838,885000000,885000000,15009.0689575725,0,15000,0,94447.3341050978,11506.1397498644,109030.776087838,5332.3777347077,84.8207701577,157412.223508496
442,907,907278.339850168,1000000,0,85115.1843755742,907000000,907000000,15006.4282096568,0,15000,0,94723.2859917099,8856.4076557245,85115.1843755742,6699.1123891856,82.7002450656,157872.143319517
442,930,930412.16261211,1000000,0,58863.3680896172,930000000,930000000,15003.8236508019,0,15000,0,89445.6331088442,6284.6255570876,58863.3680896172,9793.998316056,80.6299845043,149076.055181407
443,950,950031.285662656,1000000,0,32347.5470068583,950000000,950000000,15001.4530864068,0,15000,0,74198.7303878223,3440.0069568791,32347.5470068583,16671.1037145762,78.9524161614,123664.550646371
444,956,956412.643760227,1000000,0,16847.8717036418,956000000,956000000,15000.1578344017,0,15000,0,56132.1207169247,1781.4322466305,16847.8717036418,25783.0550463299,78.4188599569,93553.5345282079
445,953,953214.824029333,1000000,0,7496.4373144429,953000000,953000000,14999.3841697535,0,15000,0,37043.7868636274,1077.8177253631,7496.4373144429,38335.5163282554,78.6778792757,61739.6447727124
446,942,942241.903412278,1000000,0,3197.6434678355,942000000,942000000,14999.0052157945,0,15000,0,21490.8386322326,1063.8113200286,3197.6434678355,53618.2080070389,79.5921151536,35818.0643870543
447,928,928455.616418892,1000000,0,1858.4042259782,928000000,928000000,14998.8584039147,0,15000,0,12261.3578245884,1280.3791897084,1858.4042259782,68757.5218671787,80.7731578046,20435.5963743139
448,914,913881.995205121,1000000,0,1575.7379264928,914000000,914000000,14998.7961074226,0,15000,0,7154.9779680413,1542.6870162776,1575.7379264928,83628.3832840339,82.0609016597,11924.9632800689
449,899,898939.436910845,1000000,0,1664.2085078679,899000000,899000000,14998.7638647538,0,15000,0,4446.53823214,1822.056982898,1664.2085078679,98497.4134668467,83.4247739553,7410.8970535667
451,877,877231.978789589,1000000,0,2006.7583441768,877000000,877000000,14998.7352374696,0,15000,0,2817.1050562548,2244.8133626551,2006.7583441768,119884.028867707,85.4889903704,4695.175093758
452,856,856159.724267239,1000000,0,2419.4866898407,856000000,856000000,14998.7143816161,0,15000,0,2456.9922829018,2678.2769132749,2419.4866898407,140564.6268866,87.5929686745,4094.9871381697
455,830,830152.489553529,1000000,0,2982.005134263,830000000,830000000,14998.69370262,0,15000,0,2672.3383401274,3254.3964347624,2982.005134263,166035.349828645,90.3369795993,4453.8972335457
457,801,801196.296652706,1000000,0,3680.3809118654,801000000,801000000,14998.6790529246,0,15000,0,3244.6064402479,3971.5820942765,3680.3809118654,194322.122447088,93.6017747185,5407.6774004131
461,762,761873.550201377,1000000,0,4821.3242522854,762000000,762000000,14998.6863581937,0,15000,0,4298.999731876,5158.769662516,4821.3242522854,232543.247164645,98.4329115654,7164.9995531267
464,726,726211.815967714,1000000,0,6244.3715294145,726000000,726000000,14998.7561579908,0,15000,0,5600.2786200592,6675.4004384466,6244.3715294145,266817.594433787,103.2670897678,9333.7977000986
468,697,696777.728324863,1000000,0,8218.1112022377,697000000,697000000,14998.9530339071,0,15000,0,7307.9554014852,8875.3460620191,8218.1112022377,294307.37451969,107.6308299202,12179.925669142
471,679,679390.927768125,1000000,0,11077.7452442095,679000000,679000000,14999.3619480687,0,15000,0,9521.9474558273,12381.5522023716,11077.7452442095,308851.924978236,110.3883002776,15869.9124263787
473,675,674986.398680481,1000000,0,14502.1011242911,675000000,675000000,14999.9147341337,0,15000,0,11748.1648695429,17306.217795356,14502.1011242911,309836.499293952,111.1127184448,19580.2747825715
474,677,676869.06994393,1000000,0,19465.0632754618,677000000,677000000,15000.722211878,0,15000,0,14333.0815936874,26117.6389864028,19465.0632754618,302988.978250067,110.8096297938,23888.4693228123
475,682,682342.597656423,1000000,0,26881.0016407313,682000000,682000000,15001.893607309,0,15000,0,17329.4780367647,42953.029426883,26881.0016407313,290094.031236071,109.9293350498,28882.4633946079
476,691,690792.420108856,1000000,0,39534.7307809895,691000000,691000000,15003.8086970449,0,15000,0,21209.2046292336,80516.8319333494,39534.7307809895,268982.017179862,108.598533078,35348.674382056
476,706,705701.231775963,1000000,0,69857.0562091209,706000000,706000000,15008.1287203765,0,15000,0,27946.0106085171,200557.231845644,69857.0562091209,223735.940981009,106.3348627195,46576.6843475284
476,722,722092.249843296,1000000,0,112877.034225473,722000000,722000000,15013.8389247097,0,15000,0,35605.9290405858,379786.056151724,112877.034225473,164308.510902386,103.9606707313,59343.215067643
476,743,743293.975995437,1000000,0,164123.22149109,743000000,743000000,15020.036612738,0,15000,0,45725.1672032312,446941.472191698,164123.22149109,91839.3445634928,101.0369860231,76208.6120053853
476,765,764830.357436064,1000000,0,190225.339807185,765000000,765000000,15022.4497138779,0,15000,0,55851.2404924851,288553.553593465,190225.339807185,44179.2823491017,98.2077238947,93085.4008208085
477,789,788369.817064617,1000000,0,191347.398601477,789000000,788000000,15021.3915584087,0,15000,0,66316.2366419364,128827.357643288,191347.398601477,19494.2233455301,95.2686875706,110527.061069894
477,811,810672.985454645,1000000,0,178521.129714085,811000000,811000000,15018.7957189507,0,15000,0,75317.5864020867,57517.0486517799,178521.129714085,9995.0334879044,92.6316528885,125529.310670144
477,839,839248.364811303,1000000,0,154160.098381166,839000000,839000000,15014.928859833,0,15000,0,85057.5295765879,24709.7916540363,154160.098381166,5752.1344214984,89.454620881,141762.549294313
477,860,859701.097564608,1000000,0,134455.417104986,860000000,860000000,15012.2085635562,0,15000,0,90405.6773507017,16306.9343149596,134455.417104986,4983.64989663,87.310628113,150676.128917836
477,880,879449.561212537,1000000,0,114510.258364133,880000000,879000000,15009.7145686065,0,15000,0,93868.7949729004,12273.3282885367,114510.258364133,5160.6164511592,85.3358465943,156447.991621501
477,901,900831.750729034,1000000,0,92077.7575813277,901000000,901000000,15007.1687371527,0,15000,0,95058.6080206202,9557.2896909009,92077.7575813277,6189.5679380625,83.2961800303,158431.0133677
478,925,924485.6890959,1000000,0,65846.6618276276,925000000,924000000,15004.4891974908,0,15000,0,91572.1839733203,6980.8468608851,65846.6618276276,8743.0975914477,81.1504676301,152620.3066222
478,947,946764.735300593,1000000,0,37476.1371359886,947000000,947000000,15001.8941422882,0,15000,0,78291.4376330155,4011.2214645431,37476.1371359886,14812.325374399,79.2271489576,130485.729388359
479,956,956234.123872166,1000000,0,17999.7285559891,956000000,956000000,15000.2527261257,0,15000,0,57888.2234127805,1893.4475816225,17999.7285559891,24809.8954512244,78.4339961922,96480.3723546342
480,954,954410.545223464,1000000,0,8704.2330794322,954000000,954000000,14999.4855206656,0,15000,0,40213.9517845706,1136.759369208,8704.2330794322,35930.8024413509,78.5798396494,67023.2529742843
481,947,947267.222836548,1000000,0,4416.0045694174,947000000,947000000,14999.1179794587,0,15000,0,26961.3327096145,1018.9273134188,4416.0045694174,47369.5009446181,79.1704685746,44935.5545160241
482,938,937723.22145798,1000000,0,2544.3442208594,938000000,938000000,14998.9396477038,0,15000,0,17756.7073515423,1126.8160964799,2544.3442208594,58794.7085429153,79.9753024372,29594.5122525704
483,923,923260.049757383,1000000,0,1686.3924530264,923000000,923000000,14998.8302876175,0,15000,0,10055.7495145869,1372.2930357985,1686.3924530264,74130.296040141,81.2275495488,16759.5825243114
484,907,906797.516690968,1000000,0,1591.4263601448,907000000,907000000,14998.7785995774,0,15000,0,5639.9270029951,1674.0264276275,1591.4263601448,90704.2578273761,82.7019170405,9399.8783383252
485,890,890427.464060929,1000000,0,1781.6590884477,890000000,890000000,14998.7511937692,0,15000,0,3576.6183246873,1985.2883682391,1781.6590884477,106900.4475917,84.2221955136,5961.0305411454
487,866,866427.95057713,1000000,0,2212.6018172486,866000000,866000000,14998.7240327295,0,15000,0,2540.3381793605,2463.8659644004,2212.6018172486,130493.017429669,86.5549410239,4233.8969656007
489,843,843276.582454749,1000000,0,2691.4050134808,843000000,843000000,14998.7034394509,0,15000,0,2508.7876026969,2957.1337024255,2691.4050134808,153188.733245616,88.9311036943,4181.3126711615
491,815,815315.313431979,1000000,0,3328.8235652205,815000000,815000000,14998.6848007416,0,15000,0,2938.6841435765,3609.8345127201,3328.8235652205,180540.544348887,91.9808849021,4897.8069059608
494,782,782157.772203272,1000000,0,4197.0002837451,782000000,782000000,14998.6771998383,0,15000,0,3718.3009587481,4506.4528745049,4197.0002837451,212863.065532989,95.8801263177,6197.1682645802
499,740,739875.594621543,1000000,0,5630.7314432855,740000000,740000000,14998.7177722639,0,15000,0,5044.9581785304,6015.7220268478,5630.7314432855,253753.79270046,101.3597277792,8408.263630884
503,704,704473.192201449,1000000,0,7558.942969265,704000000,704000000,14998.8764204875,0,15000,0,6752.3063350695,8125.1791460858,7558.942969265,287263.38407071,106.4545577215,11253.8438917825
506,682,682237.187870552,1000000,0,10296.8888336096,682000000,682000000,14999.2418858713,0,15000,0,8950.3998017462,11376.9700095858,10296.8888336096,306783.675806382,109.926885785,14917.3330029103
508,675,675380.805367873,1000000,0,13513.8217080756,675000000,675000000,14999.7531739314,0,15000,0,11149.5789701191,15792.2584062958,13513.8217080756,310429.978603379,111.0466351332,18582.6316168652
510,676,675987.14361532,1000000,0,18054.5307328702,676000000,676000000,15000.4943517583,0,15000,0,13659.6949841155,23407.1844000147,18054.5307328702,305282.32045672,110.9525121405,22766.1583068591
510,681,680685.249498542,1000000,0,24661.724362736,681000000,681000000,15001.5475450007,0,15000,0,16511.0897112533,37474.4493023422,24661.724362736,293972.316237163,110.1944515182,27518.4828520888
511,688,688422.998190941,1000000,0,35699.5960159906,688000000,688000000,15003.2374232949,0,15000,0,20143.3887626863,68082.5732922481,35699.5960159906,275188.94711599,108.968159567,33572.3146044771
511,700,699507.437572489,1000000,0,55949.3135588843,700000000,700000000,15006.1849119126,0,15000,0,25124.9265594667,141785.013803406,55949.3135588843,243843.685522728,107.2625114894,41874.8775991111
512,714,714148.831961271,1000000,0,91307.429952054,714000000,714000000,15011.0282574315,0,15000,0,31862.1202651113,294362.737048032,91307.429952054,193829.498023706,105.0973381571,53103.5337751856
512,732,732170.544994312,1000000,0,139480.699104685,732000000,732000000,15017.1590604823,0,15000,0,40408.6971304894,449194.036906166,139480.699104685,127616.445999958,102.5523299397,67347.8285508156
512,753,752459.474963405,1000000,0,178822.567993462,753000000,752000000,15021.5716142925,0,15000,0,50076.6496769927,392428.485532687,178822.567993462,67965.3189094528,99.8164825755,83461.0827949878
512,777,776711.875324589,1000000,0,193472.844692244,777000000,777000000,15022.2529472219,0,15000,0,61235.9504116691,196174.940569734,193472.844692244,29038.3748132734,96.7041539113,102059.917352782
512,801,801215.851066,1000000,0,184973.942068306,801000000,801000000,15019.9907567628,0,15000,0,71629.0534518499,80352.3345206501,184973.942068306,13008.8062103663,93.7324863005,119381.755753083
